,wikidata,country,bathwateridentifier,status,eionet,euType,euMotive,NotEuMotive,link,WD
0,Q106707019,se,SE0441278000000145,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000145,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441278000000145'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707019'>link WD</a>
20,Q106707057,se,SE0A11381000000181,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000181,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000181'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707057'>link WD</a>
23,Q106707059,se,SE0A11381000000183,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000183,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000183'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707059'>link WD</a>
24,Q106707060,se,SE0A11381000000186,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000186,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000186'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707060'>link WD</a>
25,Q106707061,se,SE0A11381000000188,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000188,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000188'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707061'>link WD</a>
27,Q106707058,se,SE0A11381000000182,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000182,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000182'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707058'>link WD</a>
29,Q106707065,se,SE0411080000000199,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000199,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000199'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707065'>link WD</a>
30,Q106707062,se,SE0A11381000000189,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000189,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11381000000189'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707062'>link WD</a>
31,Q106707067,se,SE0411080000000202,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000202,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000202'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707067'>link WD</a>
34,Q106707072,se,SE0940980000000248,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000248,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000248'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707072'>link WD</a>
35,Q106707073,se,SE0940980000000260,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000260,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0940980000000260'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707073'>link WD</a>
36,Q106707074,se,SE0441291000000272,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000272,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000272'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707074'>link WD</a>
37,Q106707066,se,SE0411080000000201,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000201,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0411080000000201'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707066'>link WD</a>
43,Q106707082,se,SE0441291000000281,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000281,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000281'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707082'>link WD</a>
44,Q106707083,se,SE0441291000000284,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000284,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000284'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707083'>link WD</a>
58,Q106707099,se,SE0441264000000306,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441264000000306,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441264000000306'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707099'>link WD</a>
60,Q106707100,se,SE0441264000000308,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441264000000308,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441264000000308'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707100'>link WD</a>
62,Q106707101,se,SE0441283000000310,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000310,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000310'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707101'>link WD</a>
63,Q106707102,se,SE0441283000000311,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000311,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000311'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707102'>link WD</a>
65,Q106707113,se,SE0441283000000313,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000313,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000313'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707113'>link WD</a>
66,Q10715268,se,SE0441283000000316,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000316,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000316'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q10715268'>link WD</a>
68,Q106707117,se,SE0441283000000317,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000317,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000317'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707117'>link WD</a>
70,Q106707119,se,SE0441283000000319,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000319,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000319'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707119'>link WD</a>
72,Q106707118,se,SE0441283000000318,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000318,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441283000000318'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707118'>link WD</a>
73,Q106707121,se,SE0441262000000321,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000321,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000321'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707121'>link WD</a>
74,Q106707122,se,SE0441262000000324,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000324,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000324'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707122'>link WD</a>
75,Q106707123,se,SE0441262000000325,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000325,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000325'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707123'>link WD</a>
76,Q106707125,se,SE0441291000000327,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000327,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000327'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707125'>link WD</a>
79,Q106707126,se,SE0441291000000328,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000328,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000328'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707126'>link WD</a>
80,Q106707130,se,SE0441291000000332,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000332,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000332'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707130'>link WD</a>
81,Q106707131,se,SE0441292000000334,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000334,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000334'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707131'>link WD</a>
84,Q106707124,se,SE0441262000000326,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000326,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441262000000326'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707124'>link WD</a>
85,Q106707134,se,SE0441292000000339,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000339,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441292000000339'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707134'>link WD</a>
87,Q106707129,se,SE0441291000000331,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000331,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441291000000331'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707129'>link WD</a>
88,Q106707140,se,SE0441286000000347,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000347,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000347'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707140'>link WD</a>
90,Q106707141,se,SE0441286000000348,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000348,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000348'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707141'>link WD</a>
91,Q106707142,se,SE0441286000000349,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000349,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441286000000349'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707142'>link WD</a>
98,Q106707149,se,SE0A11315000000359,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000359,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11315000000359'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707149'>link WD</a>
108,Q106707968,se,SE0910687000000861,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910687000000861,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910687000000861'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707968'>link WD</a>
113,Q106707975,se,SE0910687000000862,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910687000000862,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0910687000000862'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707975'>link WD</a>
144,Q106708009,se,SE0A21499000000925,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21499000000925,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21499000000925'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708009'>link WD</a>
153,Q106708020,se,SE0A21492000000938,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21492000000938,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21492000000938'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708020'>link WD</a>
165,Q106708045,se,SE0A21463000000950,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000950,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000950'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708045'>link WD</a>
166,Q106708046,se,SE0A21463000000952,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000952,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000952'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708046'>link WD</a>
169,Q106708050,se,SE0A21463000000958,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000958,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000958'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708050'>link WD</a>
170,Q106708048,se,SE0A21463000000955,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000955,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21463000000955'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106708048'>link WD</a>
201,Q106707153,se,SE0A11380000000368,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000368,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000368'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707153'>link WD</a>
202,Q106707156,se,SE0A11380000000377,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000377,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000377'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707156'>link WD</a>
205,Q106707154,se,SE0A11380000000369,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000369,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000369'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707154'>link WD</a>
207,Q106707155,se,SE0A11380000000370,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000370,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11380000000370'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707155'>link WD</a>
210,Q106707164,se,SE0A21480000000388,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000388,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000388'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707164'>link WD</a>
211,Q106707162,se,SE0A21480000000385,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000385,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000385'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707162'>link WD</a>
213,Q106707173,se,SE0A21480000000390,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000390,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000390'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707173'>link WD</a>
214,Q106707174,se,SE0A21480000000392,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000392,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21480000000392'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707174'>link WD</a>
215,Q106707176,se,SE0A21481000000395,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000395,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000395'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707176'>link WD</a>
217,Q106707178,se,SE0A21481000000397,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000397,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000397'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707178'>link WD</a>
219,Q106707175,se,SE0A21481000000394,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000394,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000394'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707175'>link WD</a>
220,Q106707180,se,SE0A21481000000399,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000399,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000399'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707180'>link WD</a>
221,Q106707181,se,SE0A21481000000400,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000400,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000400'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707181'>link WD</a>
222,Q106707182,se,SE0A21481000000401,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000401,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A21481000000401'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707182'>link WD</a>
224,Q106707185,se,SE0441282000000408,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000408,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000408'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707185'>link WD</a>
225,Q106707186,se,SE0441282000000409,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000409,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000409'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707186'>link WD</a>
228,Q106707503,se,SE0441282000000411,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000411,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000411'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707503'>link WD</a>
232,Q106707505,se,SE0441282000000414,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000414,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000414'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707505'>link WD</a>
236,Q106707506,se,SE0441282000000415,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000415,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441282000000415'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707506'>link WD</a>
248,Q106707526,se,SE0441287000000439,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000439,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000439'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707526'>link WD</a>
250,Q106707527,se,SE0441287000000440,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000440,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000440'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707527'>link WD</a>
251,Q106707528,se,SE0441287000000442,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000442,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000442'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707528'>link WD</a>
253,Q106707532,se,SE0A11384000000448,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000448,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000448'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707532'>link WD</a>
254,Q106707533,se,SE0A11384000000449,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000449,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000449'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707533'>link WD</a>
255,Q106707535,se,SE0A11384000000450,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000450,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000450'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707535'>link WD</a>
256,Q32240630,se,SE0441287000000443,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000443,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000443'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q32240630'>link WD</a>
257,Q106707530,se,SE0441287000000444,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000444,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0441287000000444'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707530'>link WD</a>
258,Q106707537,se,SE0A11384000000454,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000454,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000454'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707537'>link WD</a>
260,Q106707539,se,SE0A11384000000458,200,https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000458,,,,<a href='https://dd.eionet.europa.eu/vocabularyconcept/wise/WFDProtectedArea/euProtectedAreaCode.SE0A11384000000458'>link eionet</a>,<a href='https://www.wikidata.org/wiki/Q106707539'>link WD</a>
